certificado,producto,fec_nac,fec_ini,fec_fin,t_poliza,vigencia,moneda,beneficio,monto_prima,monto_gasto,dotal,sexo
A12856,producto002,4/8/1973,8/27/2021,9/4/2026,2,5,PEN,53215.16156,1463.65802,146.365802,50,F
A12857,producto001,7/10/1969,9/2/2021,10/4/2024,2,3,PEN,46691.69692,953.04814,95.304814,50,F
A12858,producto001,6/4/1973,8/27/2021,10/4/2024,2,3,PEN,123872.5279,2523.34258,252.334258,50,F
A12859,producto001,11/5/1989,11/16/2017,12/2/2022,6,5,PEN,64304.5117,1835.490543,183.5490543,50,F
A12860,producto001,6/26/1974,8/20/2021,9/25/2026,2,5,PEN,10597.81756,351.05334,35.105334,50,F
A12861,producto002,8/14/1986,8/23/2021,9/25/2024,2,3,PEN,49800.44894,1016.82526,101.682526,50,F
A12862,producto001,5/23/1976,11/16/2017,12/2/2022,6,5,PEN,41898.95182,1195.946485,119.5946485,50,F
A12863,producto001,6/26/1963,8/25/2021,8/26/2024,2,3,PEN,26350.82824,525.26166,52.526166,50,F
A12864,producto002,8/20/1982,8/31/2021,10/4/2024,2,3,PEN,6973.22362,142.19568,14.219568,50,F
A12865,producto002,11/17/1988,8/25/2021,9/25/2024,2,3,PEN,34687.66004,710.62684,71.062684,50,F
A12866,producto001,3/14/1989,9/28/2021,11/4/2026,2,5,PEN,39955.3627,1322.25852,132.225852,50,F
A12867,producto002,3/10/1991,11/16/2017,12/2/2022,6,5,PEN,50703.60658,1447.268719,144.7268719,50,F
A12868,producto002,7/31/1973,9/27/2021,11/4/2024,2,3,PEN,35586.36114,724.5755,72.45755,50,F
A12869,producto002,1/20/1997,8/20/2021,9/25/2024,2,3,PEN,43573.25632,1569.64302,156.964302,50,F
A12870,producto001,6/27/1984,11/16/2017,12/2/2022,6,5,PEN,11478.60978,327.6374563,32.76374563,50,F
A12871,producto002,12/10/1976,11/16/2017,12/2/2022,6,5,PEN,69414.65344,1981.354815,198.1354815,50,F
A12872,producto001,9/29/1990,8/28/2021,10/4/2024,2,3,PEN,8322.43852,169.50362,16.950362,50,F
A12873,producto002,11/7/1980,11/16/2017,11/14/2022,6,4,PEN,32891.73646,938.8519223,93.88519223,50,F
A12874,producto001,2/14/1974,11/16/2017,12/2/2022,6,5,PEN,33662.72822,960.8570485,96.08570485,50,F
A12875,producto002,9/14/1950,11/16/2017,12/7/2022,6,5,PEN,29617.64784,845.4004077,84.54004077,50,F
A12876,producto001,3/5/1994,8/26/2021,10/4/2024,2,3,PEN,32715.36708,665.46172,66.546172,50,F
A12877,producto002,10/4/1945,11/16/2017,12/7/2022,6,5,PEN,39304.80092,992.1581359,99.21581359,50,F
A12878,producto003,5/7/1994,10/12/2021,12/4/2026,2,5,PEN,44630.44894,1418.41018,141.841018,50,F
A12879,producto002,2/13/1989,11/16/2017,12/2/2022,6,5,PEN,25517.33118,728.3576311,72.83576311,50,F
A12880,producto001,12/27/1989,8/31/2021,10/4/2024,2,3,PEN,74159.18312,1512.20432,151.220432,50,F
A12881,producto002,1/25/1970,11/16/2017,12/2/2022,6,5,PEN,29961.99052,855.2284272,85.52284272,50,F
A12882,producto001,3/11/1984,8/18/2021,8/18/2026,2,4,PEN,55038.91008,1530.34068,153.034068,50,F
A12883,producto001,11/9/1962,11/16/2017,12/2/2022,6,5,PEN,74112.4153,2115.443534,211.5443534,50,F
A12884,producto001,4/2/1983,6/1/2019,11/16/2022,4,3,PEN,31775.7506,669.515,66.9515,50,F
A12885,producto001,8/9/1982,11/17/2017,12/2/2022,6,5,PEN,36064.90668,1029.422291,102.9422291,50,F
A12886,producto001,8/5/1988,8/31/2021,10/4/2024,2,3,PEN,8167.85552,166.55672,16.655672,50,F
A12887,producto001,5/28/1986,11/17/2017,12/2/2022,6,5,PEN,46948.08756,1340.074039,134.0074039,50,F
A12888,producto001,6/16/1994,8/26/2021,10/5/2026,2,5,PEN,9386.19704,311.05822,31.105822,50,F
A12889,producto001,7/21/1980,8/23/2021,9/25/2024,2,3,PEN,32608.95814,665.59614,66.559614,50,F
A12890,producto001,5/31/1984,9/2/2021,9/4/2026,2,5,PEN,29707.34734,820.6858,82.06858,50,F
A12891,producto001,10/25/1983,8/25/2021,9/25/2024,2,3,PEN,41318.4332,846.47376,84.647376,50,F
A12892,producto001,9/3/1992,8/24/2021,9/25/2024,2,3,PEN,38544.2112,787.1325,78.71325,50,F
A12893,producto001,1/30/1996,8/20/2021,9/25/2024,2,3,PEN,45390.97662,925.33694,92.533694,50,F
A12894,producto002,1/13/1982,8/18/2021,11/18/2024,2,3,PEN,55775.74882,1250.32314,125.032314,50,F
A12895,producto001,10/17/1988,8/24/2021,9/25/2024,2,3,PEN,32989.83204,673.71304,67.371304,50,F
A12896,producto001,4/12/1977,8/23/2021,9/25/2024,2,3,PEN,30210.26426,616.63624,61.663624,50,F
A12897,producto001,10/6/1991,8/24/2021,9/25/2024,2,3,PEN,43647.92146,891.3597,89.13597,50,F
A12898,producto002,2/15/1977,8/25/2021,9/25/2024,2,3,PEN,40382.42538,827.29306,82.729306,50,F
A12899,producto002,9/28/1991,8/21/2021,11/25/2024,2,3,PEN,46821.29848,1047.51438,104.751438,50,F
A12900,producto001,5/28/1986,11/17/2017,12/2/2022,6,5,PEN,47016.64176,1342.031612,134.2031612,50,F
A12901,producto002,3/12/1978,8/20/2021,9/25/2024,2,3,PEN,37094.10892,756.20556,75.620556,50,F
A12902,producto001,12/16/1992,8/31/2021,10/5/2026,2,5,PEN,44032.45572,1422.74264,142.274264,50,F
A12903,producto001,1/5/1991,8/26/2021,10/5/2026,2,5,PEN,39693.7607,1315.42378,131.542378,50,F
A12904,producto001,9/10/1986,11/20/2017,12/2/2022,6,5,PEN,38107.68742,1087.737884,108.7737884,50,F
A12905,producto001,7/23/1976,11/20/2017,12/2/2022,6,5,PEN,24831.38592,708.781903,70.8781903,50,F
A12906,producto001,2/18/1973,9/7/2021,9/11/2023,2,2,PEN,22220.5049,286.49038,28.649038,50,F
A12907,producto001,6/15/1990,11/20/2017,11/14/2022,6,4,PEN,27485.46746,784.5349515,78.45349515,50,F
A12908,producto001,11/16/1971,9/6/2021,9/11/2023,2,2,PEN,20146.21818,259.64774,25.964774,50,F
A12909,producto001,2/21/1986,9/22/2021,9/25/2025,2,4,PEN,47424.68918,1932.26682,193.226682,50,F
A12910,producto001,8/21/1984,8/25/2021,8/25/2025,2,4,PEN,32969.30714,761.70644,76.170644,50,F
A12911,producto001,4/28/1990,9/2/2021,10/4/2024,2,3,PEN,19827.50836,404.74896,40.474896,50,F
A12912,producto001,11/2/1979,8/26/2021,10/4/2024,2,3,PEN,27570.0073,561.03806,56.103806,50,F
A12913,producto002,8/7/1994,9/6/2021,4/11/2023,2,1,PEN,30813.62394,397.1594,39.71594,50,F
A12914,producto001,2/22/1983,8/28/2021,10/4/2024,2,3,PEN,34552.36114,703.5336,70.35336,50,F
A12915,producto001,2/2/1981,8/25/2021,9/25/2024,2,3,PEN,20220.29394,414.24108,41.424108,50,F
A12916,producto001,5/11/1993,8/23/2021,9/25/2024,2,3,PEN,37602.86794,767.52786,76.752786,50,F
A12917,producto001,5/30/1996,8/28/2021,10/4/2024,2,3,PEN,12387.28898,252.40974,25.240974,50,F
A12918,producto002,11/30/1963,12/20/2021,12/26/2022,2,1,PEN,66121.72534,401.56424,40.156424,50,F
A12919,producto001,12/29/1988,11/22/2017,12/2/2022,6,5,PEN,39696.79032,1133.093339,113.3093339,50,F
A12920,producto001,7/21/1982,8/25/2021,9/25/2024,2,3,PEN,25312.2683,918.30574,91.830574,50,F
A12921,producto001,11/24/1988,8/21/2021,8/25/2026,2,5,PEN,49760.89844,1373.152,137.3152,50,F
A12922,producto002,8/8/1982,8/27/2021,10/4/2024,2,3,PEN,47442.33956,965.50784,96.550784,50,F
A12923,producto001,10/29/1985,8/26/2021,10/4/2024,2,3,PEN,43265.145,878.80694,87.880694,50,F
A12924,producto001,7/30/1989,11/22/2017,12/2/2022,6,5,PEN,46073.37526,1315.107457,131.5107457,50,F
A12925,producto001,7/21/1988,8/25/2021,9/25/2024,2,3,PEN,45623.83342,934.67396,93.467396,50,F
A12926,producto001,9/20/1994,8/26/2021,9/4/2026,2,5,PEN,66643.8333,1833.44744,183.344744,50,F
A12927,producto001,2/10/1975,8/26/2021,10/4/2024,2,3,PEN,39335.17984,800.11954,80.011954,50,F
A12928,producto001,12/18/1975,11/22/2017,12/2/2022,6,5,PEN,15943.92844,455.1005437,45.51005437,50,F
A12929,producto001,3/24/1973,8/26/2021,10/4/2024,2,3,PEN,40881.44412,831.56348,83.156348,50,F
A12930,producto001,1/6/1980,8/27/2021,10/4/2022,2,1,PEN,11383.85402,146.55916,14.655916,50,F
A12931,producto002,4/14/1997,8/23/2021,9/25/2024,2,3,PEN,45395.98118,926.59842,92.659842,50,F
A12932,producto001,1/5/1985,8/26/2021,10/4/2024,2,3,PEN,106300.6285,2164.33778,216.433778,50,F
A12933,producto001,10/28/1984,9/21/2021,10/25/2024,2,3,PEN,32345.46392,659.57826,65.957826,50,F
A12934,producto002,9/18/1974,8/31/2021,9/4/2026,2,5,PEN,60171.2518,1660.27312,166.027312,50,F
A12935,producto001,2/6/1981,8/28/2021,9/4/2026,2,5,PEN,53775.57922,1482.16662,148.216662,50,F
A12936,producto001,5/8/1985,9/1/2021,10/5/2026,2,5,PEN,39427.1438,1307.6481,130.76481,50,F
A12937,producto002,2/28/1992,11/22/2017,12/2/2022,6,5,PEN,31228.30964,788.2894757,78.82894757,50,F
A12938,producto001,1/29/1983,8/26/2021,10/4/2024,2,3,PEN,32425.55756,659.57826,65.957826,50,F
A12939,producto001,12/18/1985,8/25/2021,9/25/2024,2,3,PEN,71076.34314,2578.59954,257.859954,50,F
A12940,producto001,10/15/1989,11/22/2017,12/14/2022,6,5,PEN,42094.0883,1062.570524,106.2570524,50,F
A12941,producto001,7/22/1991,8/27/2021,10/4/2024,2,3,PEN,49398.86402,1005.31684,100.531684,50,F
A12942,producto002,12/16/1993,9/20/2021,10/25/2024,2,3,PEN,56408.39138,1149.67358,114.967358,50,F
A12943,producto001,12/25/1983,11/22/2017,12/2/2022,6,5,PEN,42352.67102,1208.896582,120.8896582,50,F
A12944,producto002,6/21/1994,8/26/2021,10/5/2026,2,5,PEN,39640.75786,1313.55224,131.355224,50,F
A12945,producto001,12/31/1978,9/2/2021,10/5/2026,2,5,PEN,43794.36688,1417.26244,141.726244,50,F
A12946,producto001,4/12/1994,8/20/2021,8/25/2026,2,5,PEN,35695.15862,984.18188,98.418188,50,F
A12947,producto001,9/27/1986,8/26/2021,10/5/2026,2,5,PEN,40824.26392,2372.07872,237.207872,50,F
A12948,producto001,2/23/1982,11/23/2017,12/2/2022,6,5,PEN,54354.19528,1551.471826,155.1471826,50,F
A12949,producto002,10/15/1987,8/31/2021,12/4/2024,2,3,PEN,45465.07306,1006.05098,100.605098,50,F
A12950,producto002,12/19/1984,11/22/2017,12/2/2022,6,5,PEN,39252.7597,1120.414292,112.0414292,50,F
A12951,producto002,4/14/1987,8/26/2021,10/5/2026,2,5,PEN,39762.6251,1317.59518,131.759518,50,F
A12952,producto002,7/15/1965,9/15/2021,10/18/2024,2,3,PEN,57159.23048,1166.3003,116.63003,50,F
A12953,producto002,3/23/1994,8/23/2021,9/25/2024,2,3,PEN,66792.51216,1363.33934,136.333934,50,F
A12954,producto002,10/22/1988,8/31/2021,10/4/2024,2,3,PEN,40102.83178,817.74924,81.774924,50,F
A12955,producto001,9/23/1973,11/22/2017,12/2/2022,6,5,PEN,28701.43078,724.5027185,72.45027185,50,F
A12956,producto002,6/21/1969,11/22/2017,12/2/2022,6,5,PEN,58773.2838,1483.599262,148.3599262,50,F
A12957,producto002,8/21/1978,11/23/2017,12/14/2022,6,5,PEN,18470.342,527.2094951,52.72094951,50,F
A12958,producto001,8/11/1991,11/22/2017,12/2/2022,6,5,PEN,24551.12022,700.7809515,70.07809515,50,F
A12959,producto001,2/5/1990,11/23/2017,12/2/2022,6,5,PEN,54920.25858,1567.624311,156.7624311,50,F
A12960,producto001,4/28/1984,11/23/2017,12/2/2022,6,5,PEN,55262.56428,1577.402136,157.7402136,50,F
A12961,producto001,4/22/1996,8/27/2021,10/4/2024,2,3,PEN,10385.82688,211.44266,21.144266,50,F
A12962,producto002,4/17/1988,11/23/2017,12/2/2022,6,5,PEN,65093.56744,1858.00765,185.800765,50,F
A12963,producto001,11/21/1981,11/23/2017,12/14/2022,6,5,PEN,43020.32482,1227.96033,122.796033,50,F
A12964,producto001,9/28/1992,8/27/2021,10/4/2024,2,3,PEN,14534.17284,296.0342,29.60342,50,F
A12965,producto001,11/30/1999,9/17/2021,10/18/2024,2,3,PEN,61141.77454,1248.61704,124.861704,50,F
A12966,producto001,1/7/1988,8/31/2021,10/4/2024,2,3,PEN,32641.22928,665.59614,66.559614,50,F
A12967,producto001,7/15/1995,8/24/2021,9/25/2024,2,3,PEN,51691.28338,1055.62094,105.562094,50,F
A12968,producto001,5/12/1991,11/23/2017,12/14/2022,6,5,PEN,30730.96598,775.7308932,77.57308932,50,F
A12969,producto001,4/13/1971,8/31/2021,10/4/2024,2,3,PEN,59025.6315,1205.22006,120.522006,50,F
A12970,producto001,6/21/1982,8/24/2021,9/25/2024,2,3,PEN,34111.95986,696.6575,69.66575,50,F
A12971,producto001,12/30/1992,8/26/2021,10/4/2024,2,3,PEN,45950.15348,934.67396,93.467396,50,F
A12972,producto001,10/1/1976,8/25/2021,9/25/2024,2,3,PEN,19667.13496,402.90844,40.290844,50,F
A12973,producto002,8/31/1973,8/26/2021,10/4/2024,2,3,PEN,48523.80016,987.43898,98.743898,50,F
A12974,producto001,1/3/1991,10/13/2021,11/18/2024,2,3,PEN,19453.58294,396.7975,39.67975,50,F
A12975,producto001,11/1/1995,9/6/2021,9/11/2026,2,5,PEN,47229.43896,1302.18858,130.218858,50,F
A12976,producto002,3/7/1992,9/2/2021,9/4/2026,2,5,PEN,53988.41778,1491.34854,149.134854,50,F
A12977,producto001,12/8/1982,9/3/2021,10/5/2026,2,5,PEN,39967.48118,1325.98092,132.598092,50,F
A12978,producto001,8/1/1994,8/26/2021,10/4/2024,2,3,PEN,68239.31598,1386.08734,138.608734,50,F
A12979,producto001,10/20/1965,11/23/2017,12/2/2022,6,5,PEN,33292.7837,950.2961942,95.02961942,50,F
A12980,producto001,4/5/1960,8/28/2021,10/4/2024,2,3,PEN,73969.13392,1507.22044,150.722044,50,F
A12981,producto001,11/27/1957,8/26/2021,10/4/2024,2,3,PEN,45622.00324,926.68114,92.668114,50,F
A12982,producto001,3/19/1986,11/23/2017,12/14/2022,6,5,PEN,52430.97596,1496.569437,149.6569437,50,F
A12983,producto001,3/11/1968,8/27/2021,9/4/2024,2,3,PEN,6816.05562,135.48502,13.548502,50,F
A12984,producto001,10/9/1961,9/23/2021,10/25/2024,2,3,PEN,55228.66976,1127.29782,112.729782,50,F
A12985,producto001,11/27/1999,8/23/2021,9/4/2026,2,5,PEN,43788.7626,1199.50204,119.950204,50,F
A12986,producto001,5/15/1992,9/8/2021,10/11/2024,2,3,PEN,36408.33944,742.78424,74.278424,50,F
A12987,producto002,8/13/1973,8/26/2021,10/4/2024,2,3,PEN,48149.67828,979.41514,97.941514,50,F
A12988,producto001,12/21/1989,9/28/2021,11/4/2026,2,5,PEN,39844.91082,1318.52578,131.852578,50,F
A12989,producto002,4/14/1985,8/31/2021,10/4/2024,2,3,PEN,26908.43342,548.70244,54.870244,50,F
A12990,producto003,9/22/1982,9/27/2021,10/5/2026,2,5,PEN,78792.12352,3807.74636,380.774636,50,F
A12991,producto002,12/10/1986,8/26/2021,10/4/2024,2,3,PEN,72594.7618,1474.55638,147.455638,50,F
A12992,producto002,10/10/1991,8/31/2021,10/4/2024,2,3,PEN,74280.51268,1513.66226,151.366226,50,F
A12993,producto002,2/26/1985,11/24/2017,12/2/2022,6,5,PEN,41618.11742,1187.935495,118.7935495,50,F
A12994,producto001,4/20/1986,8/27/2021,10/4/2024,2,3,PEN,45754.5,929.9796,92.99796,50,F
A12995,producto002,8/4/1975,11/24/2017,12/2/2022,6,5,PEN,42181.45096,1064.779068,106.4779068,50,F
A12996,producto001,1/19/1968,11/8/2019,11/28/2022,4,3,PEN,77358.68932,1273.8363,127.38363,50,F
A12997,producto001,2/11/1988,11/24/2017,12/2/2022,6,5,PEN,37740.97932,1077.267378,107.7267378,50,F
A12998,producto002,12/1/1993,11/24/2017,12/2/2022,6,5,PEN,75452.12774,1904.617961,190.4617961,50,F
A12999,producto001,9/10/1985,11/24/2017,12/2/2022,6,5,PEN,75392.83818,2151.984893,215.1984893,50,F
A13000,producto001,9/5/1978,9/1/2021,10/4/2024,2,3,PEN,9561.31528,195.17784,19.517784,50,F
A13001,producto001,7/15/1977,11/24/2017,12/2/2022,6,5,PEN,61117.54792,1744.518622,174.4518622,50,F
A13002,producto001,12/21/1973,8/27/2021,10/4/2024,2,3,PEN,44460.0871,904.81204,90.481204,50,F
A13003,producto001,9/23/1993,9/8/2021,10/11/2024,2,3,PEN,61536.79356,1255.44144,125.544144,50,F
A13004,producto001,1/6/1971,11/24/2017,12/2/2022,6,5,PEN,44203.23116,1115.806466,111.5806466,50,F
A13005,producto002,1/13/1979,8/27/2021,10/4/2024,2,3,PEN,41879.4299,853.01898,85.301898,50,F
A13006,producto001,2/11/1987,8/25/2021,9/25/2026,2,5,PEN,39858.74574,1322.55838,132.255838,50,F
A13007,producto001,1/13/1979,8/31/2021,10/4/2024,2,3,PEN,41814.48436,853.01898,85.301898,50,F
A13008,producto001,3/3/1997,9/17/2021,10/18/2024,2,3,PEN,40733.83028,831.853,83.1853,50,F
A13009,producto001,4/15/1989,8/26/2021,10/4/2024,2,3,PEN,55915.11134,1138.34094,113.834094,50,F
A13010,producto001,1/6/1997,8/31/2021,10/5/2026,2,5,PEN,39843.82512,1321.31758,132.131758,50,F
A13011,producto002,6/27/1990,11/24/2017,12/2/2022,6,5,PEN,44813.00164,1131.206039,113.1206039,50,F
A13012,producto001,10/6/1985,8/25/2021,9/25/2024,2,3,PEN,10289.06516,210.79124,21.079124,50,F
A13013,producto001,3/13/1980,8/31/2021,9/4/2026,2,5,PEN,54163.6084,1494.51258,149.451258,50,F
A13014,producto001,1/23/1984,8/23/2021,10/5/2026,2,5,PEN,43017.9156,1381.29992,138.129992,50,F
A13015,producto001,3/19/1981,8/26/2021,9/4/2026,2,5,PEN,107967.8604,2973.41176,297.341176,50,F
A13016,producto001,6/14/1962,9/3/2021,10/4/2024,2,3,PEN,41675.53544,851.0854,85.10854,50,F
A13017,producto001,6/7/1994,11/27/2017,12/2/2022,6,5,PEN,27117.08428,774.0242912,77.40242912,50,F
A13018,producto002,10/9/1958,8/31/2021,9/4/2026,2,5,PEN,99433.64838,2744.91844,274.491844,50,F
A13019,producto001,6/24/1959,8/21/2021,11/25/2024,2,3,PEN,38369.71336,858.4268,85.84268,50,F
A13020,producto001,11/27/1989,8/31/2021,9/4/2026,2,5,PEN,38522.74536,1062.7452,106.27452,50,F
A13021,producto001,7/29/1966,8/26/2021,10/4/2024,2,3,PEN,37515.45358,763.10234,76.310234,50,F
A13022,producto001,9/6/1992,8/31/2021,10/5/2026,2,5,PEN,43078.7148,1427.86094,142.786094,50,F
A13023,producto001,1/29/1991,8/27/2021,10/4/2024,2,3,PEN,79910.28078,1624.2072,162.42072,50,F
A13024,producto001,3/11/1962,11/27/2017,12/2/2022,6,5,PEN,16839.48618,480.6594174,48.06594174,50,F
A13025,producto002,11/14/1995,8/26/2021,10/4/2024,2,3,PEN,41529.4726,844.75732,84.475732,50,F
A13026,producto001,8/17/1987,9/17/2021,9/18/2026,2,5,PEN,82203.29986,2272.03922,227.203922,50,F
A13027,producto001,8/21/1987,8/23/2021,9/25/2024,2,3,PEN,34154.80882,697.15382,69.715382,50,F
A13028,producto002,5/18/1992,9/15/2021,10/19/2026,2,5,PEN,44988.4611,1491.25548,149.125548,50,F
A13029,producto001,7/13/1999,8/31/2021,10/4/2024,2,3,PEN,38388.3874,782.7897,78.27897,50,F
A13030,producto001,11/19/1982,9/15/2021,9/18/2026,2,5,PEN,81578.32958,2252.61036,225.261036,50,F
A13031,producto001,7/17/1986,11/27/2017,12/7/2022,6,5,PEN,34524.5879,985.462233,98.5462233,50,F
A13032,producto002,10/6/1991,8/31/2021,10/5/2026,2,5,PEN,44942.36538,1489.49768,148.949768,50,F
A13033,producto001,6/10/1986,8/31/2021,10/4/2024,2,3,PEN,50764.88142,1035.8095,103.58095,50,F
A13034,producto001,11/1/1994,11/27/2017,12/2/2022,6,5,PEN,33686.41716,850.3395146,85.03395146,50,F
A13035,producto001,12/17/1959,8/27/2021,9/4/2026,2,5,PEN,51565.8385,1419.29942,141.929942,50,F
A13036,producto002,6/22/1992,8/31/2021,10/4/2024,2,3,PEN,57687.00476,1176.31976,117.631976,50,F
A13037,producto002,11/8/1973,8/26/2021,9/4/2026,2,5,PEN,46552.4378,1280.57798,128.057798,50,F
A13038,producto002,1/27/1984,11/27/2017,12/2/2022,6,5,PEN,25549.4162,644.9349126,64.49349126,50,F
A13039,producto002,8/11/1965,8/25/2021,9/25/2026,2,5,PEN,9374.44046,311.05822,31.105822,50,F
A13040,producto003,4/5/1975,9/6/2021,10/11/2024,2,3,PEN,16384.01952,334.10608,33.410608,50,F
A13041,producto001,4/15/1994,8/26/2021,9/4/2026,2,5,PEN,44196.262,1213.5024,121.35024,50,F
A13042,producto001,7/18/1995,11/27/2017,12/2/2022,6,5,PEN,46469.44896,1326.411185,132.6411185,50,F
A13043,producto002,1/23/1994,11/27/2017,12/2/2022,6,5,PEN,32370.13516,817.1109708,81.71109708,50,F
A13044,producto002,8/16/1958,11/27/2017,12/2/2022,6,5,PEN,42004.83342,1198.968174,119.8968174,50,F
A13045,producto001,1/25/1986,11/27/2017,12/2/2022,6,5,PEN,30859.3164,880.8374951,88.08374951,50,F
A13046,producto002,5/17/1993,6/27/2019,11/27/2022,4,3,PEN,18687.57506,375.43506,37.543506,50,F
A13047,producto001,2/12/1997,10/22/2021,11/4/2025,2,4,PEN,122968.5431,2814.06202,281.406202,50,F
A13048,producto003,12/24/1995,8/26/2021,10/5/2026,2,5,PEN,40721.62908,1310.63636,131.063636,50,F
A13049,producto001,5/15/1977,11/27/2017,12/2/2022,6,5,PEN,36759.08258,1049.238951,104.9238951,50,F
A13050,producto001,10/28/1984,11/27/2017,12/2/2022,6,5,PEN,38056.38034,1086.272214,108.6272214,50,F
A13051,producto001,5/22/1979,8/31/2021,9/4/2026,2,5,PEN,50921.23256,2464.23914,246.423914,50,F
A13052,producto001,11/14/1989,11/27/2017,12/2/2022,6,5,PEN,38079.15936,1086.914699,108.6914699,50,F
A13053,producto001,1/3/1977,9/17/2021,9/18/2026,2,5,PEN,39598.7878,1094.57172,109.457172,50,F
A13054,producto001,11/29/1982,10/11/2019,11/27/2022,4,3,PEN,33524.57548,552.04226,55.204226,50,F
A13055,producto001,2/24/1988,8/25/2021,9/25/2024,2,3,PEN,40422.28608,828.10992,82.810992,50,F
A13056,producto001,5/14/1966,8/25/2021,9/25/2024,2,3,PEN,42112.98982,862.74892,86.274892,50,F
A13057,producto002,1/5/1982,8/31/2021,10/4/2024,2,3,PEN,53412.74862,1089.09152,108.909152,50,F
A13058,producto001,4/17/1976,8/25/2021,8/25/2025,2,4,PEN,22383.22548,517.13442,51.713442,50,F
A13059,producto002,6/23/1988,9/20/2021,10/5/2026,2,5,PEN,42455.24382,1161.50254,116.150254,50,F
A13060,producto001,3/22/1968,8/31/2021,10/4/2024,2,3,PEN,32726.99958,667.3436,66.73436,50,F
A13061,producto002,11/10/1957,9/10/2021,10/11/2024,2,3,PEN,51556.9461,1052.88084,105.288084,50,F
A13062,producto001,7/16/1973,8/26/2021,10/4/2023,2,2,PEN,7478.3016,99.49148,9.949148,50,F
A13063,producto001,8/28/1986,11/27/2017,12/2/2022,6,5,PEN,34334.5387,980.0312233,98.00312233,50,F
A13064,producto001,12/15/1982,8/31/2021,9/4/2026,2,5,PEN,51168.02768,1411.59612,141.159612,50,F
A13065,producto001,12/3/1955,11/27/2017,12/14/2022,6,5,PEN,32234.23654,920.079301,92.0079301,50,F
A13066,producto003,4/16/1990,8/24/2021,8/25/2023,2,2,PEN,24287.11934,313.51914,31.351914,50,F
A13067,producto001,3/8/1990,11/27/2017,12/2/2022,6,5,PEN,50828.5448,1283.053457,128.3053457,50,F
A13068,producto002,2/27/1990,8/25/2021,9/25/2024,2,3,PEN,56880.66054,1165.28698,116.528698,50,F
A13069,producto001,5/17/1994,9/21/2021,10/25/2024,2,3,PEN,42075.5797,857.97184,85.797184,50,F
A13070,producto001,6/23/1979,8/26/2021,10/4/2024,2,3,PEN,12030.21776,244.80984,24.480984,50,F
A13071,producto001,7/20/1996,8/26/2021,10/4/2024,2,3,PEN,35184.31092,714.5974,71.45974,50,F
A13072,producto002,1/29/1976,6/25/2019,11/28/2022,4,3,PEN,44819.61924,922.39004,92.239004,50,F
A13073,producto001,11/23/1980,9/21/2021,10/25/2024,2,3,PEN,40714.55652,830.21928,83.021928,50,F
A13074,producto001,10/22/1990,11/28/2017,12/7/2022,6,5,PEN,59118.45368,1687.457884,168.7457884,50,F
A13075,producto002,5/25/2002,9/7/2021,10/11/2024,2,3,PEN,30543.85334,622.8299,62.28299,50,F
A13076,producto001,7/4/1969,8/26/2021,12/4/2024,2,3,PEN,36443.55748,813.32372,81.332372,50,F
A13077,producto002,12/17/1973,9/24/2021,10/25/2024,2,3,PEN,59963.4695,1224.3594,122.43594,50,F
A13078,producto001,11/18/1988,11/28/2017,12/14/2022,6,5,PEN,64216.18742,1832.970796,183.2970796,50,F
A13079,producto002,7/25/1989,8/31/2021,10/4/2024,2,3,PEN,40204.92894,819.83792,81.983792,50,F
A13080,producto001,7/28/1973,9/13/2021,12/18/2024,2,3,PEN,39583.30882,885.14536,88.514536,50,F
A13081,producto001,12/30/1985,11/28/2017,12/14/2022,6,5,PEN,26820.54342,765.5615534,76.55615534,50,F
A13082,producto002,12/20/1977,8/26/2021,10/5/2026,2,5,PEN,43155.10672,1427.86094,142.786094,50,F
A13083,producto001,5/27/1983,11/28/2017,12/14/2022,6,5,PEN,44510.16372,1270.484835,127.0484835,50,F
A13084,producto001,10/14/1977,9/28/2021,11/4/2024,2,3,PEN,35139.99368,715.84854,71.584854,50,F
A13085,producto001,1/4/1987,11/28/2017,12/2/2022,6,5,PEN,20691.08448,590.6047378,59.06047378,50,F
A13086,producto001,8/8/1988,8/27/2021,10/5/2026,2,5,PEN,40000.36238,1325.67072,132.567072,50,F
A13087,producto001,5/6/1989,9/10/2021,10/11/2024,2,3,PEN,41104.90186,839.46324,83.946324,50,F
A13088,producto001,8/22/1985,11/28/2017,12/2/2022,6,5,PEN,22997.63862,656.4394174,65.64394174,50,F
A13089,producto001,1/2/1972,9/30/2021,11/4/2024,2,3,PEN,30588.60486,623.75016,62.375016,50,F
A13090,producto001,2/11/1988,9/15/2021,10/18/2024,2,3,PEN,38548.35754,786.43972,78.643972,50,F
A13091,producto002,5/1/1955,9/30/2021,10/5/2026,2,5,PEN,109898.9175,3030.23006,303.023006,50,F
A13092,producto002,6/29/1988,8/27/2021,10/4/2024,2,3,PEN,56959.86494,1160.64432,116.064432,50,F
A13093,producto002,8/11/1965,8/25/2021,9/25/2024,2,3,PEN,49633.19944,1016.81492,101.681492,50,F
A13094,producto002,4/10/1987,8/26/2021,10/4/2024,2,3,PEN,37579.01356,764.39484,76.439484,50,F
A13095,producto001,8/18/1968,9/7/2021,10/11/2024,2,3,PEN,23759.18996,484.6875,48.46875,50,F
