certificado,producto,fec_nac,fec_ini,fec_fin,t_poliza,vigencia,moneda,beneficio,monto_prima,monto_gasto,dotal,sexo
A13096,producto001,4/1/1972,8/25/2021,9/25/2026,2,5,PEN,9374.44046,311.05822,31.105822,50,F
A13097,producto001,9/19/1992,11/29/2017,12/2/2022,6,5,PEN,34042.75424,859.3343107,85.93343107,50,F
A13098,producto001,8/11/1995,11/29/2017,12/2/2022,6,5,PEN,32833.0673,937.1754369,93.71754369,50,F
A13099,producto001,9/11/1988,11/29/2017,12/14/2022,6,5,PEN,35761.44836,1020.758777,102.0758777,50,F
A13100,producto002,4/5/1985,11/29/2017,12/2/2022,6,5,PEN,58137.05326,1659.449534,165.9449534,50,F
A13101,producto002,2/8/1968,8/31/2021,10/4/2023,2,2,PEN,33977.81904,453.1505,45.31505,50,F
A13102,producto001,1/1/1985,9/27/2021,11/4/2023,2,2,PEN,33654.5803,448.17696,44.817696,50,F
A13103,producto002,11/17/1982,9/20/2021,10/4/2022,2,1,PEN,21867.32152,131.66956,13.166956,50,F
A13104,producto001,10/10/1987,9/22/2021,10/25/2024,2,3,PEN,19664.1467,401.05758,40.105758,50,F
A13105,producto002,10/28/1977,9/28/2021,11/4/2023,2,2,PEN,83071.37388,1108.66514,110.866514,50,F
A13106,producto001,3/12/1959,11/29/2017,12/2/2022,6,5,PEN,49832.6477,1422.412563,142.2412563,50,F
A13107,producto001,6/21/1981,11/29/2017,12/2/2022,6,5,PEN,42144.0822,1202.943554,120.2943554,50,F
A13108,producto002,11/1/1980,8/31/2021,10/4/2022,2,1,PEN,27432.31986,353.5246,35.35246,50,F
A13109,producto001,10/18/1974,11/29/2017,12/2/2022,6,5,PEN,37512.7445,1070.752174,107.0752174,50,F
A13110,producto001,6/17/1997,10/6/2021,11/4/2026,2,5,PEN,33107.26342,894.93734,89.493734,50,F
A13111,producto001,11/30/1965,11/29/2017,12/2/2022,6,5,PEN,39573.82704,1129.579747,112.9579747,50,F
A13112,producto002,5/5/1995,8/26/2021,9/4/2026,2,5,PEN,44510.19474,1224.40076,122.440076,50,F
A13113,producto001,9/18/1978,9/18/2021,10/18/2024,2,3,PEN,49101.2478,1005.91656,100.591656,50,F
A13114,producto001,1/6/1981,11/29/2017,12/2/2022,6,5,PEN,35145.23606,1003.170738,100.3170738,50,F
A13115,producto002,5/13/1991,8/26/2021,10/4/2024,2,3,PEN,38082.59224,774.63144,77.463144,50,F
A13116,producto001,4/7/1979,8/28/2021,10/5/2026,2,5,PEN,39860.65864,1321.31758,132.131758,50,F
A13117,producto001,11/7/1987,8/27/2021,10/4/2024,2,3,PEN,52434.47088,1067.09834,106.709834,50,F
A13118,producto001,1/19/1961,11/29/2017,12/2/2022,6,5,PEN,17288.23184,493.4689708,49.34689708,50,F
A13119,producto001,11/29/1981,9/20/2021,10/25/2024,2,3,PEN,32781.71886,668.12944,66.812944,50,F
A13120,producto001,4/21/1995,8/27/2021,10/4/2024,2,3,PEN,29939.17014,609.29484,60.929484,50,F
A13121,producto001,1/5/1990,11/29/2017,12/2/2022,6,5,PEN,36568.92998,1043.807942,104.3807942,50,F
A13122,producto002,11/12/1986,8/27/2021,12/4/2024,2,3,PEN,38382.4936,857.02056,85.702056,50,F
A13123,producto002,9/3/1985,8/31/2021,10/4/2024,2,3,PEN,44064.7889,898.53566,89.853566,50,F
A13124,producto001,1/7/1986,8/28/2021,10/4/2024,2,3,PEN,43590.338,887.54424,88.754424,50,F
A13125,producto001,5/30/1968,9/22/2021,10/25/2024,2,3,PEN,9364.12114,191.10388,19.110388,50,F
A13126,producto001,1/13/1981,9/22/2021,10/25/2024,2,3,PEN,31774.23062,648.24562,64.824562,50,F
A13127,producto001,10/3/1979,8/26/2021,12/4/2024,2,3,PEN,28161.5587,628.49622,62.849622,50,F
A13128,producto001,3/18/1988,11/29/2017,12/14/2022,6,5,PEN,19230.75594,548.9134563,54.89134563,50,F
A13129,producto001,3/29/1981,11/29/2017,12/14/2022,6,5,PEN,32695.35918,933.2502524,93.32502524,50,F
A13130,producto001,5/11/1952,8/27/2021,9/4/2023,2,2,PEN,6603.0723,85.03616,8.503616,50,F
A13131,producto001,5/10/1991,9/1/2021,10/5/2026,2,5,PEN,44527.2971,1476.16942,147.616942,50,F
A13132,producto001,6/30/1966,8/28/2021,10/5/2026,2,5,PEN,36188.83158,1199.68816,119.968816,50,F
A13133,producto001,7/9/1993,8/27/2021,9/4/2026,2,5,PEN,48289.28896,1329.59992,132.959992,50,F
A13134,producto002,4/24/1984,9/15/2021,9/18/2025,2,4,PEN,43982.47216,1014.4057,101.44057,50,F
A13135,producto001,2/24/1987,8/26/2021,12/4/2024,2,3,PEN,39660.60032,888.03022,88.803022,50,F
A13136,producto001,5/30/1986,8/27/2021,10/4/2024,2,3,PEN,31775.83332,646.9221,64.69221,50,F
A13137,producto001,11/18/1986,9/29/2021,10/5/2026,2,5,PEN,50658.6069,1397.54406,139.754406,50,F
A13138,producto001,10/5/1995,9/7/2021,10/12/2026,2,5,PEN,39843.82512,1321.31758,132.131758,50,F
A13139,producto001,8/29/1986,8/28/2021,10/4/2024,2,3,PEN,33628.33738,684.7148,68.47148,50,F
A13140,producto001,9/15/1978,11/30/2017,12/2/2022,6,5,PEN,52895.99678,1509.850815,150.9850815,50,F
A13141,producto001,1/23/1986,9/9/2021,10/11/2024,2,3,PEN,42463.36072,866.74016,86.674016,50,F
A13142,producto001,8/31/1992,9/15/2021,10/18/2024,2,3,PEN,61684.68658,1259.27758,125.927758,50,F
A13143,producto002,5/8/1977,8/27/2021,10/4/2024,2,3,PEN,27001.63818,550.20174,55.020174,50,F
A13144,producto001,9/23/1982,8/31/2021,10/4/2024,2,3,PEN,37149.95526,757.53942,75.753942,50,F
A13145,producto001,6/10/1993,8/27/2021,10/4/2024,2,3,PEN,20328.55374,413.71374,41.371374,50,F
A13146,producto001,4/10/1983,9/18/2021,10/18/2024,2,3,PEN,80792.4689,1655.15482,165.515482,50,F
A13147,producto001,3/17/1979,9/16/2021,10/18/2024,2,3,PEN,39425.63416,804.74152,80.474152,50,F
A13148,producto002,6/13/1970,9/14/2021,9/18/2024,2,3,PEN,23322.0251,464.14192,46.414192,50,F
A13149,producto002,12/10/1995,11/30/2017,12/2/2022,6,5,PEN,24288.11198,693.271903,69.3271903,50,F
A13150,producto001,10/2/1989,11/8/2021,12/11/2024,2,3,PEN,112129.3692,2288.67628,228.867628,50,F
A13151,producto001,10/4/1987,8/28/2021,10/4/2024,2,3,PEN,40352.04646,821.6164,82.16164,50,F
A13152,producto002,4/27/1978,8/28/2021,12/4/2024,2,3,PEN,62634.68442,1384.25716,138.425716,50,F
A13153,producto002,9/11/1989,9/13/2021,10/18/2024,2,3,PEN,45672.54516,930.86884,93.086884,50,F
A13154,producto001,8/7/1969,11/30/2017,12/2/2022,6,5,PEN,18033.45632,455.2109708,45.52109708,50,F
A13155,producto002,9/5/1982,11/30/2017,12/14/2022,6,5,PEN,46707.25862,1179.02101,117.902101,50,F
A13156,producto001,5/14/1989,8/31/2021,9/4/2026,2,5,PEN,59636.4153,1645.21808,164.521808,50,F
A13157,producto001,11/28/1978,9/25/2021,9/25/2026,2,4,PEN,128305.7098,3567.51714,356.751714,50,F
A13158,producto002,4/12/1987,11/30/2017,12/2/2022,6,5,PEN,45641.29768,1152.106893,115.2106893,50,F
A13159,producto001,6/7/1962,11/30/2017,12/2/2022,6,5,PEN,25575.04906,730.004,73.0004,50,F
A13160,producto002,6/14/1990,8/31/2021,9/4/2026,2,5,PEN,55626.9252,1535.31422,153.531422,50,F
A13161,producto001,6/24/1951,11/30/2017,12/7/2022,6,5,PEN,44679.53292,1275.323554,127.5323554,50,F
A13162,producto001,2/23/1978,9/27/2021,11/4/2024,2,3,PEN,35356.92688,719.91216,71.991216,50,F
A13163,producto001,9/23/1985,8/26/2021,12/4/2024,2,3,PEN,50165.86454,1107.24856,110.724856,50,F
A13164,producto002,6/8/1980,11/30/2017,12/2/2022,6,5,PEN,19457.79132,555.3985437,55.53985437,50,F
A13165,producto001,11/1/1983,8/31/2021,10/4/2024,2,3,PEN,30692.40812,625.85952,62.585952,50,F
A13166,producto001,6/23/1988,11/30/2017,12/2/2022,6,5,PEN,34977.09732,998.3721747,99.83721747,50,F
A13167,producto001,3/25/1998,8/25/2021,9/25/2024,2,3,PEN,47938.26664,982.0932,98.20932,50,F
A13168,producto002,5/30/1989,9/7/2021,10/11/2024,2,3,PEN,31184.82994,636.0134,63.60134,50,F
A13169,producto001,7/28/1961,9/8/2021,12/11/2024,2,3,PEN,47259.3836,1047.1835,104.71835,50,F
A13170,producto001,7/22/1977,11/30/2017,12/2/2022,6,5,PEN,37014.48058,1056.527146,105.6527146,50,F
A13171,producto002,10/6/1995,8/27/2021,10/4/2024,2,3,PEN,45006.64916,915.92754,91.592754,50,F
A13172,producto001,4/8/1973,8/28/2021,10/4/2023,2,2,PEN,36645.96298,487.46896,48.746896,50,F
A13173,producto001,3/4/1988,9/10/2021,10/11/2024,2,3,PEN,39505.9346,806.7785,80.67785,50,F
A13174,producto001,4/27/1984,11/30/2017,12/2/2022,6,5,PEN,39283.40746,1121.297708,112.1297708,50,F
A13175,producto002,8/16/1987,9/16/2021,9/18/2026,2,5,PEN,52381.94368,1447.083,144.7083,50,F
A13176,producto001,11/3/1953,9/9/2021,10/11/2024,2,3,PEN,41831.10074,853.84618,85.384618,50,F
A13177,producto001,10/25/1984,11/30/2017,12/14/2022,6,5,PEN,37850.53162,1080.389457,108.0389457,50,F
A13178,producto002,6/17/1979,8/31/2021,9/4/2026,2,5,PEN,45331.1287,1251.38816,125.138816,50,F
A13179,producto001,11/23/1994,8/31/2021,12/4/2024,2,3,PEN,60798.72436,2411.15358,241.115358,50,F
A13180,producto001,12/3/1981,8/27/2021,10/5/2026,2,5,PEN,39678.79872,1315.11358,131.511358,50,F
A13181,producto001,9/8/1971,11/30/2017,12/2/2022,6,5,PEN,71648.51738,2045.111457,204.5111457,50,F
A13182,producto001,7/5/1988,8/28/2021,10/5/2026,2,5,PEN,10921.96622,361.71388,36.171388,50,F
A13183,producto002,9/12/1984,9/14/2021,10/18/2024,2,3,PEN,63231.20936,1289.37732,128.937732,50,F
A13184,producto001,12/8/1980,11/30/2017,12/2/2022,6,5,PEN,34625.7131,988.3433786,98.83433786,50,F
A13185,producto001,9/6/1991,9/16/2021,10/18/2024,2,3,PEN,31787.20732,648.82466,64.882466,50,F
A13186,producto002,9/4/1978,8/26/2021,9/4/2026,2,5,PEN,43774.10048,1204.88918,120.488918,50,F
A13187,producto001,8/12/1997,10/20/2021,11/25/2024,2,3,PEN,38914.0213,793.11936,79.311936,50,F
A13188,producto002,3/17/1998,10/28/2021,12/4/2026,2,5,PEN,35149.47546,1165.22494,116.522494,50,F
A13189,producto001,6/10/1991,11/30/2017,12/2/2022,6,5,PEN,29350.93788,740.8961359,74.08961359,50,F
A13190,producto002,1/3/1985,8/31/2021,9/4/2026,2,5,PEN,61361.34444,1692.80276,169.280276,50,F
A13191,producto001,10/30/1987,9/15/2021,10/18/2024,2,3,PEN,143083.3897,2919.53002,291.953002,50,F
A13192,producto001,11/8/1991,11/30/2017,12/14/2022,6,5,PEN,46875.01478,1337.985961,133.7985961,50,F
A13193,producto001,9/30/1995,9/1/2021,10/5/2026,2,5,PEN,39650.88072,1315.11358,131.511358,50,F
A13194,producto001,4/30/1980,11/30/2017,12/2/2022,6,5,PEN,33981.8413,857.7983689,85.77983689,50,F
A13195,producto001,5/30/1990,8/31/2021,10/4/2023,2,2,PEN,7979.7399,106.43996,10.643996,50,F
A13196,producto001,1/5/1996,11/30/2017,12/2/2022,6,5,PEN,32723.06004,826.0154174,82.60154174,50,F
A13197,producto001,11/1/1982,9/14/2021,10/18/2024,2,3,PEN,62091.53456,1266.92918,126.692918,50,F
A13198,producto002,9/20/1983,8/31/2021,10/4/2025,2,4,PEN,12221.30096,286.27324,28.627324,50,F
A13199,producto002,3/23/1992,8/31/2021,10/4/2024,2,3,PEN,32537.88098,663.49712,66.349712,50,F
A13200,producto001,3/26/1993,8/28/2021,10/4/2024,2,3,PEN,109924.7675,2238.93054,223.893054,50,F
A13201,producto001,3/18/1985,9/15/2021,10/18/2024,2,3,PEN,46854.8828,955.91232,95.591232,50,F
A13202,producto001,5/19/1996,8/27/2021,12/4/2024,2,3,PEN,28015.32008,625.53898,62.553898,50,F
A13203,producto001,8/28/1988,9/28/2021,11/4/2024,2,3,PEN,32682.27908,665.78226,66.578226,50,F
A13204,producto001,11/3/1980,11/30/2017,12/2/2022,6,5,PEN,44800.52126,1278.776912,127.8776912,50,F
A13205,producto002,1/6/1990,11/30/2017,12/7/2022,6,5,PEN,33814.83996,965.2038641,96.52038641,50,F
A13206,producto001,2/7/1959,8/31/2021,10/4/2024,2,3,PEN,29489.75238,601.33304,60.133304,50,F
A13207,producto001,3/30/1965,8/28/2021,10/4/2024,2,3,PEN,32505.50644,661.85306,66.185306,50,F
A13208,producto001,3/10/1984,8/27/2021,10/4/2024,2,3,PEN,54832.53402,1115.90314,111.590314,50,F
A13209,producto001,12/15/1965,9/1/2021,11/4/2024,2,3,PEN,93452.36164,2135.04456,213.504456,50,F
A13210,producto001,3/6/1973,9/30/2021,11/4/2024,2,3,PEN,120868.2409,2466.20374,246.620374,50,F
A13211,producto002,5/29/1983,11/30/2017,12/2/2022,6,5,PEN,64432.159,1839.134641,183.9134641,50,F
A13212,producto001,5/17/1984,9/29/2021,11/4/2024,2,3,PEN,38751.93146,789.81056,78.981056,50,F
A13213,producto001,7/30/1987,9/9/2021,10/12/2026,2,5,PEN,39645.29712,1315.11358,131.511358,50,F
A13214,producto001,9/8/1993,9/1/2021,10/5/2026,2,5,PEN,39650.88072,1315.11358,131.511358,50,F
A13215,producto002,1/15/1983,9/15/2021,10/18/2024,2,3,PEN,78313.42288,1597.70578,159.770578,50,F
A13216,producto001,7/17/1991,9/23/2021,9/25/2025,2,4,PEN,30821.90628,711.50574,71.150574,50,F
A13217,producto002,2/23/1989,11/30/2017,12/2/2022,6,5,PEN,40970.73002,1034.210815,103.4210815,50,F
A13218,producto001,9/23/1978,8/31/2021,9/4/2026,2,5,PEN,100713.5956,2780.23988,278.023988,50,F
A13219,producto001,11/2/1976,9/13/2021,10/18/2024,2,3,PEN,77156.57334,1573.77902,157.377902,50,F
A13220,producto002,8/8/1957,8/28/2021,10/4/2024,2,3,PEN,42458.55262,863.48306,86.348306,50,F
A13221,producto001,2/28/1983,11/30/2017,12/2/2022,6,5,PEN,30877.60786,881.3595146,88.13595146,50,F
A13222,producto001,5/22/1982,9/14/2021,10/18/2024,2,3,PEN,58866.20938,1201.11508,120.111508,50,F
A13223,producto002,7/7/1985,11/30/2017,12/2/2022,6,5,PEN,34695.1979,990.331068,99.0331068,50,F
A13224,producto002,5/27/1982,9/23/2021,9/25/2025,2,4,PEN,26341.39816,607.91962,60.791962,50,F
A13225,producto002,4/22/1975,8/28/2021,10/4/2024,2,3,PEN,78765.33258,1604.28202,160.428202,50,F
A13226,producto001,6/27/1957,11/30/2017,12/2/2022,6,5,PEN,43423.864,1239.474874,123.9474874,50,F
A13227,producto001,6/13/1982,10/1/2021,11/4/2024,2,3,PEN,54527.96932,1112.60468,111.260468,50,F
A13228,producto002,5/22/1988,9/1/2021,10/4/2024,2,3,PEN,39970.27298,815.45376,81.545376,50,F
A13229,producto001,2/22/1983,11/30/2017,12/2/2022,6,5,PEN,35229.7242,1005.590097,100.5590097,50,F
A13230,producto002,6/3/1991,11/30/2017,12/2/2022,6,5,PEN,29796.4161,752.1396311,75.21396311,50,F
A13231,producto001,8/22/1992,11/30/2017,12/2/2022,6,5,PEN,41679.63008,1189.692292,118.9692292,50,F
A13232,producto001,12/9/1981,8/31/2021,9/4/2026,2,5,PEN,69106.34566,1907.70932,190.770932,50,F
A13233,producto001,1/20/1967,9/23/2021,10/25/2023,2,2,PEN,9853.62708,131.55582,13.155582,50,F
A13234,producto002,10/5/1981,11/30/2017,12/2/2022,6,5,PEN,43515.56946,1242.09501,124.209501,50,F
A13235,producto002,9/21/1991,8/28/2021,9/4/2026,2,5,PEN,47108.86422,1297.38048,129.738048,50,F
A13236,producto001,10/17/1987,11/30/2017,12/2/2022,6,5,PEN,18937.7617,478.0392815,47.80392815,50,F
A13237,producto001,7/21/1972,8/31/2021,10/4/2023,2,2,PEN,31858.68774,424.89128,42.489128,50,F
A13238,producto001,7/1/1977,10/25/2021,10/25/2022,2,0,PEN,22131.33274,135.49536,13.549536,50,F
A13239,producto002,6/8/1970,8/28/2021,12/4/2024,2,3,PEN,40418.96694,902.9405,90.29405,50,F
A13240,producto001,10/26/1986,11/30/2017,12/2/2022,6,5,PEN,41026.98996,1171.060214,117.1060214,50,F
A13241,producto003,9/14/1990,11/30/2017,12/7/2022,6,5,PEN,26931.39856,768.7237864,76.87237864,50,F
A13242,producto001,4/14/1978,9/13/2021,3/18/2023,2,1,PEN,35998.73068,464.20396,46.420396,50,F
A13243,producto002,4/16/1991,8/31/2021,10/4/2024,2,3,PEN,45455.48788,926.90862,92.690862,50,F
A13244,producto001,8/19/1991,8/28/2021,10/4/2024,2,3,PEN,41183.43416,838.54298,83.854298,50,F
A13245,producto001,7/11/1985,11/30/2017,12/2/2022,6,5,PEN,23811.2105,601.055165,60.1055165,50,F
A13246,producto001,5/11/1987,10/12/2021,11/18/2026,2,5,PEN,39776.97702,1316.35438,131.635438,50,F
A13247,producto002,8/28/1990,6/26/2019,11/30/2022,4,3,PEN,38050.27974,783.06888,78.306888,50,F
A13248,producto001,4/20/1967,8/31/2021,10/5/2026,2,5,PEN,36029.13028,1166.6622,116.66622,50,F
A13249,producto001,2/26/1974,11/30/2017,12/2/2022,6,5,PEN,27968.18002,798.3182719,79.83182719,50,F
A13250,producto001,9/5/1976,8/31/2021,10/4/2024,2,3,PEN,32457.30136,661.85306,66.185306,50,F
A13251,producto001,1/15/1980,9/3/2021,10/4/2024,2,3,PEN,37248.65056,760.68278,76.068278,50,F
A13252,producto003,1/23/1987,8/31/2021,10/4/2024,2,3,PEN,42344.27494,863.46238,86.346238,50,F
A13253,producto001,6/20/1988,12/1/2017,12/1/2022,6,4,PEN,28152.85242,147.3245877,14.73245877,50,F
A13254,producto001,3/9/1990,8/31/2021,10/4/2023,2,2,PEN,29622.21812,395.08106,39.508106,50,F
A13255,producto001,1/1/1990,9/14/2021,10/18/2024,2,3,PEN,77887.12536,1587.57258,158.757258,50,F
A13256,producto001,4/29/1982,9/1/2021,10/5/2026,2,5,PEN,39548.88696,1311.69104,131.169104,50,F
A13257,producto001,12/21/1982,9/9/2021,10/11/2024,2,3,PEN,54639.52758,1115.2724,111.52724,50,F
A13258,producto001,9/8/1989,10/9/2019,12/1/2022,4,3,PEN,46301.45498,862.12852,86.212852,50,F
A13259,producto001,11/16/1969,8/31/2021,10/4/2024,2,3,PEN,33833.1521,689.90548,68.990548,50,F
A13260,producto001,12/15/1959,8/28/2021,10/4/2024,2,3,PEN,37950.46772,772.71854,77.271854,50,F
A13261,producto002,1/3/1967,8/28/2021,12/4/2024,2,3,PEN,61022.26482,2416.7682,241.67682,50,F
A13262,producto001,7/7/1983,9/7/2021,9/11/2026,2,5,PEN,58890.62212,1625.3963,162.53963,50,F
A13263,producto001,7/18/1980,10/20/2021,11/25/2024,2,3,PEN,46772.20416,953.27562,95.327562,50,F
A13264,producto001,7/25/1983,8/31/2021,10/4/2024,2,3,PEN,52418.92986,1069.35246,106.935246,50,F
A13265,producto002,6/27/1957,10/15/2021,11/18/2024,2,3,PEN,58548.0269,1194.84904,119.484904,50,F
A13266,producto002,6/8/1981,9/8/2021,10/11/2024,2,3,PEN,48018.40164,979.18766,97.918766,50,F
A13267,producto001,1/11/1996,12/1/2017,12/14/2022,6,5,PEN,32586.51,930.1382136,93.01382136,50,F
A13268,producto002,7/1/1987,8/31/2021,10/4/2024,2,3,PEN,36641.53746,747.17874,74.717874,50,F
A13269,producto002,12/3/1972,9/10/2021,10/11/2024,2,3,PEN,30813.2,629.26138,62.926138,50,F
A13270,producto001,9/1/1968,9/29/2021,10/4/2022,2,1,PEN,91634.8378,557.18124,55.718124,50,F
A13271,producto002,12/5/1993,12/1/2017,12/2/2022,6,5,PEN,38490.62932,1098.660136,109.8660136,50,F
A13272,producto002,4/2/1969,12/1/2017,12/2/2022,6,5,PEN,31632.71738,902.9128932,90.29128932,50,F
A13273,producto001,1/19/1974,9/16/2021,10/18/2024,2,3,PEN,45546.28342,929.3592,92.93592,50,F
A13274,producto001,9/17/1993,12/1/2017,12/2/2022,6,5,PEN,32238.91022,920.2198446,92.02198446,50,F
A13275,producto002,3/23/1983,12/4/2017,12/2/2022,6,4,PEN,36712.08728,1047.893747,104.7893747,50,F
A13276,producto001,9/29/1994,8/28/2021,10/4/2023,2,2,PEN,31274.2606,416.47452,41.647452,50,F
A13277,producto001,12/10/1973,12/4/2017,12/2/2022,6,4,PEN,38926.26386,1111.098253,111.1098253,50,F
A13278,producto001,8/15/1979,12/4/2017,12/2/2022,6,4,PEN,14713.28232,419.9746601,41.99746601,50,F
A13279,producto001,1/7/1980,9/2/2021,10/4/2024,2,3,PEN,31819.3854,649.48642,64.948642,50,F
A13280,producto002,3/5/1988,10/28/2021,11/4/2026,2,5,PEN,108046.0102,2977.99238,297.799238,50,F
A13281,producto001,4/14/1991,12/4/2017,12/7/2022,6,5,PEN,34036.19868,971.5182912,97.15182912,50,F
A13282,producto001,11/10/1983,9/28/2021,11/4/2026,2,5,PEN,39523.48158,1307.9583,130.79583,50,F
A13283,producto001,1/20/1978,8/31/2021,10/4/2024,2,3,PEN,29482.78322,601.19862,60.119862,50,F
A13284,producto001,7/16/1998,8/31/2021,10/4/2024,2,3,PEN,47656.11906,971.77388,97.177388,50,F
A13285,producto001,5/4/1988,9/15/2021,12/18/2024,2,3,PEN,33032.86712,731.94792,73.194792,50,F
A13286,producto002,4/5/1980,12/4/2017,12/14/2022,6,5,PEN,34310.0846,979.3385437,97.93385437,50,F
A13287,producto001,2/23/1979,9/15/2021,12/18/2024,2,3,PEN,36613.1128,819.53806,81.953806,50,F
A13288,producto001,6/3/1987,9/29/2021,11/4/2024,2,3,PEN,37486.82212,764.30178,76.430178,50,F
A13289,producto001,4/14/1969,8/31/2021,10/5/2026,2,5,PEN,34061.84188,1100.57926,110.057926,50,F
A13290,producto001,6/15/1993,9/20/2021,12/26/2024,2,3,PEN,50698.04366,1133.68794,113.368794,50,F
A13291,producto002,3/27/1994,9/10/2021,10/5/2026,2,5,PEN,44025.71404,1195.33502,119.533502,50,F
A13292,producto001,2/21/1976,12/4/2017,12/14/2022,6,5,PEN,38417.15328,1096.572058,109.6572058,50,F
A13293,producto002,7/30/1980,9/2/2021,10/4/2024,2,3,PEN,19679.4499,401.9158,40.19158,50,F
A13294,producto001,2/13/1990,9/2/2021,9/4/2026,2,5,PEN,46311.12288,1279.07868,127.907868,50,F
A13295,producto001,6/1/1986,9/20/2021,10/25/2024,2,3,PEN,41594.02522,847.74558,84.774558,50,F
A13296,producto002,4/19/1989,9/8/2021,10/5/2026,2,5,PEN,45141.24494,1223.4288,122.34288,50,F
A13297,producto001,8/15/1993,12/5/2017,12/2/2022,6,4,PEN,55300.31562,1395.930116,139.5930116,50,F
A13298,producto001,4/7/1993,9/17/2021,12/18/2024,2,3,PEN,66489.08486,1474.20482,147.420482,50,F
A13299,producto001,7/21/1995,12/5/2017,12/14/2022,6,5,PEN,42847.54342,1223.031262,122.3031262,50,F
A13300,producto001,11/3/1972,9/9/2021,10/11/2024,2,3,PEN,30928.3359,631.29836,63.129836,50,F
A13301,producto001,2/19/1997,9/10/2021,10/12/2026,2,5,PEN,39639.71352,1315.11358,131.511358,50,F
A13302,producto001,12/7/1974,12/5/2017,12/7/2022,6,5,PEN,45395.83642,1295.762622,129.5762622,50,F
A13303,producto001,5/5/1987,9/8/2021,10/11/2024,2,3,PEN,42500.0884,867.0607,86.70607,50,F
A13304,producto001,7/7/1989,11/25/2021,11/25/2026,2,4,PEN,169294.0385,4707.1816,470.71816,50,F
A13305,producto001,4/17/1979,8/31/2021,10/4/2024,2,3,PEN,42664.86664,869.99726,86.999726,50,F
A13306,producto001,11/13/1998,8/31/2021,10/4/2024,2,3,PEN,29727.83088,606.19284,60.619284,50,F
A13307,producto001,2/15/1992,9/13/2021,10/18/2024,2,3,PEN,48648.43852,991.52328,99.152328,50,F
A13308,producto002,9/27/1993,10/30/2021,12/4/2024,2,3,PEN,62356.27992,1271.1996,127.11996,50,F
A13309,producto001,10/14/1964,9/16/2021,10/19/2026,2,5,PEN,39645.29712,1315.11358,131.511358,50,F
A13310,producto001,3/2/1995,9/2/2021,10/4/2024,2,3,PEN,40231.48206,821.19246,82.119246,50,F
A13311,producto002,10/15/1973,9/17/2021,10/18/2024,2,3,PEN,48971.59454,1000.0848,100.00848,50,F
A13312,producto002,10/13/1981,9/20/2021,12/26/2024,2,3,PEN,77194.75896,1731.54674,173.154674,50,F
A13313,producto001,7/18/1982,9/16/2021,10/19/2026,2,5,PEN,39777.08042,1319.45638,131.945638,50,F
A13314,producto002,6/8/1988,12/6/2017,12/2/2022,6,4,PEN,27655.4157,789.3837088,78.93837088,50,F
A13315,producto001,12/22/1989,9/7/2021,12/11/2024,2,3,PEN,40800.606,919.16396,91.916396,50,F
A13316,producto001,12/6/1982,9/6/2021,10/5/2026,2,5,PEN,44973.5715,1216.64576,121.664576,50,F
A13317,producto001,8/13/1990,12/6/2017,12/2/2022,6,4,PEN,31161.43052,889.4608543,88.94608543,50,F
A13318,producto002,9/29/1993,12/6/2017,12/2/2022,6,4,PEN,26795.04498,764.8287185,76.48287185,50,F
A13319,producto001,2/21/1996,9/23/2021,10/25/2024,2,3,PEN,60369.23178,1232.22814,123.222814,50,F
A13320,producto001,11/18/1979,12/6/2017,12/2/2022,6,4,PEN,33919.75994,856.2222719,85.62222719,50,F
A13321,producto001,8/10/1990,9/18/2021,10/18/2024,2,3,PEN,40191.12504,823.3742,82.33742,50,F
A13322,producto001,1/11/1980,9/22/2021,10/4/2022,2,1,PEN,24535.9928,149.18552,14.918552,50,F
